Train started: 20200429_1245
F = <module 'torch.nn.functional' from '/home/milkylatte/miniconda3/envs/irobot/lib/python3.8/site-packages/torch/nn/functional.py'>
ENV_NAME = MsPacmanNoFrameskip-v4
ENV_TERM_SCORE = 100000000.0
BATCH_SIZE = 64
GAMMA = 0.99
EPS_START = 1
EPS_END = 0.2
EXP_FRACTION = 0.1
NUMBER_OF_FRAMES = 10000000.0
TARGET_UPDATE = 1000
TRAIN_FREQUENCY = 4
HEIGHT = 84
WIDTH = 84
EPSILON = 0
MEM_SIZE = 10000
LEARNING_STARTS = 10000
SINGLE_EVAL_STEPS = 10000
SCHEDULE_TIMESTEPS = 1000000.0
LEARNING_RATE = 0.0001
PATH = ./deepQ.pt
NUM_EPS_BETWEEN_SAVES = 300
NUM_EPS_TO_SAVE = 6
ALGO_NAME = DDQN

games,frames,epsilon,score,network_loss,delta_t,frames/t
12:45:31,1,171,1,7.0,0,0.257123,665.0513567436597
12:45:36,2,334,1,9.0,0,5.753798,28.329114091248947
12:45:36,3,505,1,4.0,0,0.216549,789.6596151448402
12:45:37,4,700,1,15.0,0,0.250612,778.0952228943546
12:45:37,5,885,1,11.0,0,0.233417,792.5729488426292
12:45:37,6,1038,1,4.0,0,0.214221,714.2156931393281
12:45:37,7,1243,1,19.0,0,0.261565,783.7440024468106
12:45:38,8,1392,1,6.0,0,0.188254,791.4838462927746
12:45:38,9,1565,1,13.0,0,0.217908,793.9130275161996
12:45:38,10,1681,1,6.0,0,0.156528,741.081467852397
12:45:38,11,1860,1,5.0,0,0.226619,789.8719877856668
12:45:38,12,2001,1,2.0,0,0.179526,785.4015574345777
12:45:39,13,2199,1,13.0,0,0.257281,769.5865609975086
12:45:39,14,2352,1,3.0,0,0.196884,777.1073322362406
12:45:39,15,2523,1,5.0,0,0.218824,781.4499323657369
12:45:39,16,2629,1,6.0,0,0.149244,710.2463080592855
12:45:39,17,2792,1,15.0,0,0.207605,785.14486645312
12:45:40,18,2935,1,6.0,0,0.183116,780.92575198235
12:45:40,19,3105,1,3.0,0,0.225111,755.1829986095748
12:45:40,20,3260,1,12.0,0,0.198496,780.8721586329195
12:45:40,21,3441,1,5.0,0,0.23298,776.8907202334965
12:45:41,22,3638,1,11.0,0,0.261068,754.5926731732728
12:45:41,23,3731,1,3.0,0,0.12312,755.3606237816765
12:45:41,24,3914,1,1.0,0,0.23275,786.2513426423201
12:45:41,25,4102,1,10.0,0,0.24679,761.7812715263989
12:45:41,26,4227,1,11.0,0,0.161657,773.2421113839797
12:45:41,27,4354,1,10.0,0,0.164101,773.9136263642513
12:45:42,28,4558,1,12.0,0,0.262383,777.4893952733219
12:45:42,29,4727,1,13.0,0,0.21525,785.1335656213705
12:45:42,30,4839,1,9.0,0,0.145083,771.9719057367163
12:45:42,31,4989,1,10.0,0,0.200008,749.970001199952
12:45:43,32,5164,1,14.0,0,0.223974,781.3406913302437
12:45:43,33,5252,1,1.0,0,0.117142,751.2250089634803
12:45:43,34,5713,1,26.0,0,0.575151,801.5286420435677
12:45:43,35,5880,1,6.0,0,0.214166,779.7689642613674
12:45:44,36,5973,1,1.0,0,0.12277,757.5140506638429
12:45:44,37,6168,1,10.0,0,0.253848,768.1762314455895
12:45:44,38,6371,1,12.0,0,0.255554,794.3526612770686
12:45:44,39,6544,1,4.0,0,0.223009,775.7534449282316
12:45:44,40,6673,1,5.0,0,0.173926,741.6947437415913
12:45:45,41,6756,1,4.0,0,0.11076,749.3680028891297
12:45:45,42,6881,1,3.0,0,0.161496,774.012978649626
12:45:45,43,7068,1,8.0,0,0.245097,762.9632349641162
12:45:45,44,7211,1,7.0,0,0.183718,778.3668448382848
12:45:45,45,7373,1,4.0,0,0.22991,704.6235483450046
12:45:46,46,7561,1,13.0,0,0.252339,745.0295039609415
12:45:46,47,7956,1,36.0,0,0.485477,813.6327776599097
12:45:46,48,8109,1,0.0,0,0.196131,780.0908576410665
12:45:47,49,8279,1,11.0,0,0.224024,758.8472663643181
12:45:47,50,8454,1,7.0,0,0.222004,788.2740851516189
12:45:47,51,8594,1,4.0,0,0.17867,783.5674707561426
12:45:47,52,8972,1,29.0,0,0.471882,801.0477195570079
12:45:48,53,9127,1,5.0,0,0.196711,787.9579687968644
12:45:48,54,9294,1,12.0,0,0.211481,789.6690482832973
12:45:48,55,9484,1,8.0,0,0.245836,772.872972225386
12:45:48,56,9619,1,8.0,0,0.1734,778.5467128027682
12:45:48,57,9689,1,0.0,0,0.095175,735.4872603099553
12:45:49,58,9839,1,10.0,0,0.193324,775.8995261840226
12:45:49,59,9910,1,0.0,0,0.096132,738.5678026047518
12:45:49,60,10057,0.9999552,8.0,0.17163555776434286,0.420466,349.6120970542208
12:45:50,61,10210,0.9998328,10.0,0.022414986240236384,0.872555,175.34711278945167
12:45:51,62,10349,0.9997216,6.0,0.022476783820561,0.75935,183.05129386975705
